"","ID","Age","Height","Weight","Year","cluster"
"21469",11338,42,171,72,1998,4
"21477",11343,19,159,56,1960,2
"21549",11375,24,180,70,2002,3
"21552",11375,28,180,70,2006,3
"21559",11375,36,180,70,2014,4
"21562",11377,24,175.539605950945,73.953388285543,1948,3
"21848",11537,22,173,76,2010,3
"21849",11537,26,173,76,2014,3
"21893",11553,24,180,86,1980,1
"21894",11553,28,180,86,1984,1
"22435",11815,30,179,102,2010,1
"22492",11853,35,180,86,1976,4
"22608",11917,22,175.539605950945,73.953388285543,1952,3
"22624",11924,20,188,86,1952,1
"22669",11943,21,168,64,2002,2
"22671",11943,25,168,64,2006,2
"22675",11943,29,168,64,2010,2
"22676",11943,29,168,64,2010,2
"22677",11943,29,168,64,2010,2
"22678",11943,29,168,64,2010,2
"22679",11943,29,168,64,2010,2
"22682",11943,33,168,64,2014,4
"22683",11943,33,168,64,2014,4
"22685",11943,33,168,64,2014,4
"22698",11950,27,175,73,1998,3
"22702",11951,24,178,65,1998,3
"22704",11951,24,178,65,1998,3
"22705",11951,28,178,65,2002,4
"22706",11951,28,178,65,2002,4
"22707",11951,28,178,65,2002,4
"22708",11951,28,178,65,2002,4
"22711",11951,32,178,65,2006,4
"22712",11951,32,178,65,2006,4
"22713",11951,32,178,65,2006,4
"22718",11951,36,178,65,2010,4
"22719",11951,36,178,65,2010,4
"22720",11951,40,178,65,2014,4
"22721",11951,40,178,65,2014,4
"22822",12001,19,175,71,1992,3
"22823",12001,19,175,71,1992,3
"22911",12048,23,170,57,1998,2
"22919",12054,23,165,59,1988,2
"22920",12054,23,165,59,1988,2
"22922",12054,27,165,59,1992,2
"22923",12054,27,165,59,1992,2
"22925",12054,29,165,59,1994,2
"22926",12054,29,165,59,1994,2
"22988",12083,32,193,102,2002,1
"23021",12100,26,171,75,2002,3
"23289",12250,24,165,57,2006,2
"23340",12281,22,176,82,1968,3
"23341",12282,23,168,70,1972,2
"23408",12317,20,184,81,2010,3
"23410",12317,24,184,81,2014,1
"23411",12317,24,184,81,2014,1
"23435",12328,29,172,80,1964,4
"23463",12338,24,175.539605950945,73.953388285543,1952,3
"23481",12343,27,183,89,1988,1
"23782",12493,33,180,79,1956,4
"23785",12494,23,160,49,2014,2
"23857",12524,22,163,57,1968,2
"23921",12565,30,175.539605950945,73.953388285543,1924,4
"23922",12565,35,175.539605950945,73.953388285543,1928,4
"23986",12596,23,184,72,2002,3
"24164",12673,28,182,72,2014,3
"24165",12673,28,182,72,2014,3
"24247",12712,26,167,58,2006,2
"24249",12712,30,167,58,2010,2
"24454",12813,24,170,54,2006,2
"24460",12813,32,170,54,2014,4
"24475",12820,27,178,72,2014,3
"24598",12885,24,180,75,1988,3
"24707",12944,28,180,79,1992,1
"24805",12993,26,175.539605950945,73.953388285543,1948,3
"24992",13087,33,183,95,1964,1
"25225",13200,24,170,63,2010,2
"25232",13205,27,181,90,1972,1
"25302",13233,26,167,60,1964,2
"25304",13234,23,175.539605950945,73.953388285543,1924,3
"25421",13286,22,183,84,1964,3
"25423",13286,26,183,84,1968,1
"25424",13286,26,183,84,1968,1
"25426",13286,30,183,84,1972,1
"25549",13351,30,176,75,1976,4
"25667",13408,28,175.539605950945,73.953388285543,1980,4
"25925",13528,24,184,92,1972,1
"25945",13540,25,175.539605950945,73.953388285543,1936,3
"25992",13563,26,166,64,1992,2
"26183",13648,27,175,82,1992,3
"26277",13698,22,190,83,1998,1
"26280",13698,26,190,83,2002,1
"26647",13870,18,175,71,1998,3
"26648",13870,22,175,71,2002,3
"26649",13870,26,175,71,2006,3
"26650",13870,30,175,71,2010,4
"26693",13890,34,185,80,2002,4
"26697",13890,38,185,80,2006,4
"26737",13916,20,186,84,1972,3
"26776",13935,21,171,72,1980,3
"26778",13935,25,171,72,1984,3
"26779",13935,25,171,72,1984,3
"26780",13935,25,171,72,1984,3
"26882",13978,21,165,61,1994,2
"26883",13978,25,165,61,1998,2
"27093",14092,25,175,79,1968,3
"27316",14188,22,177,72,1984,3
"27322",14192,37,175.539605950945,73.953388285543,1936,4
"27378",14210,30,193,95,2014,1
"27387",14217,27,175.539605950945,73.953388285543,1948,3
"27427",14235,25,170,92,2014,3
"27436",14242,29,175.539605950945,73.953388285543,1956,4
"27504",14276,20,155,63,2014,2
"27590",14312,34,176,64,2006,4
"27594",14314,24,159,60,1964,2
"27595",14314,24,159,60,1964,2
"27596",14314,24,159,60,1964,2
"27686",14368,33,180,86,2010,1
"27743",14394,22,173,77,2014,3
"27748",14397,22,179,74,1984,3
"27784",14416,27,175.539605950945,73.953388285543,1960,3
"27814",14430,36,186,90,2010,1
"27830",14435,21,185,77,2010,3
"27836",14436,22,175.539605950945,73.953388285543,1980,3
"27847",14440,23,182,76,2010,3
"27877",14453,20,183,73,1972,3
"27883",14453,28,183,73,1980,3
"27901",14459,23,180,70,1998,3
"27972",14492,20,178,80,1994,3
"27977",14492,28,178,80,2002,3
"28186",14614,30,164,50,1998,2
"28246",14651,26,183,86,1976,1
"28287",14678,22,175.539605950945,73.953388285543,1964,3
"28288",14678,22,175.539605950945,73.953388285543,1964,3
"28313",14686,27,188,103,1994,1
"28364",14713,21,173,71,1994,3
"28374",14718,21,150,44,1992,2
"28375",14718,23,150,44,1994,2
"28659",14852,26,176,60,1994,3
"28660",14852,26,176,60,1994,3
"28674",14858,24,166,64,1972,2
"28760",14896,18,175.539605950945,73.953388285543,1928,3
"28802",14916,24,175.539605950945,73.953388285543,1924,3
"28823",14926,23,176,67,1936,3
"28837",14932,23,170,73.953388285543,1952,3
"28838",14932,23,170,73.953388285543,1952,3
"28839",14932,26,170,73.953388285543,1956,3
"28845",14932,31,170,73.953388285543,1960,4
"28902",14957,27,171,61,2002,2
"29013",15005,22,191,100,2002,1
"29065",15034,23,174,52,1992,2
"29067",15034,25,174,52,1994,2
"29068",15034,25,174,52,1994,2
"29210",15096,23,161,57,2010,2
"29212",15096,27,161,57,2014,2
"29369",15163,31,170,68,1998,4
"29370",15163,35,170,68,2002,4
"29428",15198,27,184,80,1992,1
"29533",15249,27,175.539605950945,73.953388285543,1936,3
"29534",15249,27,175.539605950945,73.953388285543,1936,3
"29553",15262,25,180,79,1968,3
"29554",15263,25,165,70,1956,2
"29555",15264,29,188,95,2002,1
"29557",15264,37,188,95,2010,1
"29575",15275,29,183,85,2014,1
"29576",15275,29,183,85,2014,1
"29630",15293,24,175.539605950945,73.953388285543,1952,3
"29631",15293,24,175.539605950945,73.953388285543,1952,3
"29771",15363,23,185,83,1956,1
"29851",15400,34,175.539605950945,73.953388285543,1924,4
"29894",15422,24,172,79,1992,3
"29895",15423,20,175,70,1980,3
"29993",15482,24,186,89,1972,1
"30047",15511,25,183,94,2010,1
"30097",15535,27,175.539605950945,73.953388285543,1936,3
"30102",15537,19,170,61,2014,2
"30134",15556,31,182,100,2006,1
"30137",15556,35,182,100,2010,1
"30186",15584,29,173,75,2010,4
"30217",15605,31,155,57,1998,2
"30324",15656,57,175.539605950945,73.953388285543,1924,4
"30329",15659,27,175.539605950945,73.953388285543,1924,3
"30423",15693,24,185,86,1994,1
"30435",15697,28,178,75,1972,3
"30603",15771,21,166,52,2010,2
"30606",15771,21,166,52,2010,2
"30613",15774,21,168,73.953388285543,1924,3
"30615",15774,25,168,73.953388285543,1928,3
"30616",15774,29,168,73.953388285543,1932,4
"30622",15776,22,165,73.953388285543,1924,2
"30624",15776,26,165,73.953388285543,1928,2
"30625",15776,30,165,73.953388285543,1932,4
"30684",15807,28,173,79,1980,4
"30689",15810,21,164,73.953388285543,1928,2
"30781",15856,32,175.539605950945,73.953388285543,1960,4
"30782",15856,32,175.539605950945,73.953388285543,1960,4
"30850",15892,34,175.539605950945,73.953388285543,1932,4
"30998",15961,24,161,57,2006,2
"31024",15977,26,175,89,1976,1
"31033",15980,19,175.539605950945,73.953388285543,1948,3
"31039",15982,32,178,72,1964,4
"31226",16061,27,175.539605950945,73.953388285543,1952,3
"31227",16061,27,175.539605950945,73.953388285543,1952,3
"31228",16061,27,175.539605950945,73.953388285543,1952,3
"31740",16301,26,185,63,1984,3
"31741",16301,30,185,63,1988,4
"31844",16357,27,186,92,2006,1
"31897",16390,26,160,56,2014,2
"31929",16405,20,180,76,1984,3
"32016",16457,26.0636875439831,175.539605950945,73.953388285543,1924,3
"32017",16458,22,190,90,1998,1
"32094",16499,26,180,86,1998,1
"32095",16499,30,180,86,2002,1
"32096",16500,23,176,84,1998,3
"32097",16500,27,176,84,2002,3
"32152",16527,17,157,73.953388285543,1928,2
"32153",16527,21,157,73.953388285543,1932,2
"32275",16593,17,153,60,1964,2
"32316",16613,25,192,95,1992,1
"32340",16619,23,175.539605950945,73.953388285543,1928,3
"32588",16754,25,182,84,1956,1
"32870",16902,20,175.539605950945,73.953388285543,1936,3
"32916",16934,23,175.539605950945,73.953388285543,1956,3
"32927",16941,21,187,83,1992,1
"32968",16963,23,173,60,2006,2
"32978",16969,18,175.539605950945,73.953388285543,1948,3
"32979",16969,22,175.539605950945,73.953388285543,1952,3
"33065",17019,25,178,83,1988,3
"33081",17029,31,175.539605950945,73.953388285543,1948,4
"33084",17032,33,175.539605950945,73.953388285543,1960,4
"33096",17038,26,173,75,1998,3
"33097",17038,30,173,75,2002,4
"33103",17042,18,167,58,2006,2
"33139",17064,27,173,73,1988,3
"33140",17064,31,173,73,1992,4
"33221",17109,27,179,60,2006,3
"33222",17109,27,179,60,2006,3
"33223",17109,27,179,60,2006,3
"33415",17231,26,178,77,1968,3
"33511",17281,20,163,68,2006,2
"33512",17281,24,163,68,2010,2
"33619",17333,30,180,82,2006,1
"33794",17411,25,177,81,1984,3
"33887",17462,24,180,86,2010,1
"33951",17495,23,175.539605950945,73.953388285543,1964,3
"33979",17504,25,178,86,1998,1
"34212",17626,21,175.539605950945,73.953388285543,1924,3
"34232",17637,25,167,59,2010,2
"34241",17643,26,177,80,1972,3
"34316",17686,24,170,66,1998,2
"34317",17686,28,170,66,2002,4
"34318",17686,32,170,66,2006,4
"34353",17700,25,175,71,1998,3
"34365",17707,23,182,77,1956,3
"34484",17774,27,157,49,2002,2
"34485",17774,31,157,49,2006,2
"34681",17872,21,170,60,1994,2
"34682",17872,25,170,60,1998,2
"34704",17885,29,178,93,1968,1
"34761",17919,33,175.539605950945,73.953388285543,1924,4
"34778",17927,27,184,80,2006,1
"34941",18010,19,175,55,1932,2
"34944",18010,23,175,55,1936,2
"35124",18094,25,155,55,2006,2
"35326",18188,23,175.539605950945,73.953388285543,1936,3
"35699",18366,26,178,79,1992,3
"35818",18410,18,184,83,1994,3
"35821",18410,26,184,83,2002,1
"35913",18446,19,170,70,2014,3
"35929",18456,22,178,73,2002,3
"35995",18492,24,175.539605950945,73.953388285543,1924,3
"36036",18506,31,173,57,1998,4
"36178",18595,26,175.539605950945,73.953388285543,1948,3
"36185",18599,33,175.539605950945,73.953388285543,1924,4
"36187",18600,28,175.539605950945,73.953388285543,1924,4
"36191",18602,22,152,44,1984,2
"36194",18604,24,180,70,1984,3
"36254",18625,24,172,74,2002,3
"36282",18644,29,190,90,2014,1
"36578",18813,22,165,61,1994,2
"36800",18913,23,152,48,2014,2
"37117",19089,31,175.539605950945,73.953388285543,1948,4
"37119",19090,34,175.539605950945,73.953388285543,1948,4
"37413",19225,26,168,60,2002,2
"37508",19279,25,175.539605950945,73.953388285543,1952,3
"37558",19311,19,173,63,2010,3
"37559",19311,19,173,63,2010,3
"37563",19311,23,173,63,2014,3
"37780",19403,30,175,84,1984,4
"37793",19411,24,176,78,1964,3
"37794",19411,28,176,78,1968,3
"37795",19411,32,176,78,1972,4
"38040",19544,19,175.539605950945,73.953388285543,1994,3
"38041",19544,19,175.539605950945,73.953388285543,1994,3
"38044",19544,23,175.539605950945,73.953388285543,1998,3
"38147",19607,22,178,82,1976,3
"38149",19607,30,178,82,1984,4
"38245",19654,24,175.539605950945,73.953388285543,1956,3
"38316",19695,23,168,67,2014,2
"38317",19695,23,168,67,2014,2
"38607",19860,20,175.539605950945,73.953388285543,1936,3
"38611",19863,24,172,83,2014,3
"38642",19880,23,163,63,1994,2
"38645",19880,27,163,63,1998,2
"38647",19880,31,163,63,2002,2
"38770",19949,23,165,62,2002,2
"38789",19952,21,172,68,1984,3
"38800",19960,25,175.539605950945,73.953388285543,1932,3
"39085",20106,22,185,79,2002,3
"39087",20106,26,185,79,2006,1
"39088",20106,26,185,79,2006,1
"39168",20136,40,185,86,2002,4
"39245",20181,18,176,66,2014,3
"39342",20240,17,162,52,1994,2
"39343",20240,21,162,52,1998,2
"39538",20342,32,177,78,2006,4
"39539",20343,20,175.539605950945,73.953388285543,1952,3
"39545",20343,28,175.539605950945,73.953388285543,1960,4
"39669",20403,21,164,54,1998,2
"39671",20403,25,164,54,2002,2
"39672",20403,25,164,54,2002,2
"39673",20403,25,164,54,2002,2
"39678",20403,29,164,54,2006,2
"39680",20403,29,164,54,2006,2
"39697",20410,21,182,75,1988,3
"39699",20410,21,182,75,1988,3
"39702",20410,25,182,75,1992,3
"39703",20410,27,182,75,1994,3
"39705",20410,27,182,75,1994,3
"39715",20410,39,182,75,2006,4
"39770",20438,25,173,73,2006,3
"39775",20438,29,173,73,2010,4
"39799",20452,15,155,73.953388285543,1980,2
"39839",20478,27,175,75,2014,3
"39865",20494,22,183,82,1988,3
"39933",20535,25,164,60,1994,2
"39964",20551,23,169,66,2010,2
"39991",20567,26,177,67,1972,3
"40626",20933,18,183,68,2010,3
"40729",20995,17,165,62,2002,2
"40730",20995,17,165,62,2002,2
"40732",20995,21,165,62,2006,2
"40733",20995,21,165,62,2006,2
"40842",21045,19,162,60,2002,2
"41211",21248,22,185,79,2014,3
"41250",21273,22,176,80,1960,3
"41255",21275,20,180,77,1980,3
"41259",21278,28,175,74,1956,4
"41260",21279,24,175,68,1960,3
"41284",21293,27,165,69,1972,2
"41348",21321,22,180,82,1980,3
"41408",21357,19,173,67,2002,3
"41409",21357,23,173,67,2006,3
"41410",21357,27,173,67,2010,3
"41411",21357,31,173,67,2014,4
"41465",21390,27,169,65,2010,2
"42134",21734,26,191,82,1972,1
"42280",21814,18,163,61,2002,2
"42282",21814,26,163,61,2010,2
"42283",21814,30,163,61,2014,2
"42437",21891,33,175.539605950945,73.953388285543,1924,4
"42465",21907,25,174,60,1992,2
"42468",21907,27,174,60,1994,2
"42581",21968,23,178,76,1960,3
"42585",21972,21,178,79,1956,3
"42586",21972,25,178,79,1960,3
"42922",22138,20,178,71,1992,3
"42953",22154,21,154,50,1972,2
"43002",22174,29,175.539605950945,73.953388285543,1932,4
"43200",22270,21,157,43,2006,2
"43406",22374,36,175.539605950945,73.953388285543,1936,4
"43470",22411,15,152,73.953388285543,1936,2
"43479",22417,28,175.539605950945,73.953388285543,1924,4
"43493",22427,22,175.539605950945,73.953388285543,1956,3
"43596",22484,20,174,80,1972,3
"43615",22494,31,175.539605950945,73.953388285543,1952,4
"43619",22496,23,179,74,2010,3
"43625",22496,27,179,74,2014,3
"43627",22496,27,179,74,2014,3
"43738",22554,21,175,75,1956,3
"43843",22598,21,165,62,1992,2
"43846",22598,23,165,62,1994,2
"43848",22598,27,165,62,1998,2
"43849",22598,27,165,62,1998,2
"43977",22657,30,170,51,2006,2
"44011",22678,25,177,79,1968,3
"44032",22689,27,175.539605950945,73.953388285543,1960,3
"44189",22777,37,175.539605950945,73.953388285543,1956,4
"44398",22897,22,175.539605950945,67,1932,3
"44410",22904,28,162,51,2002,2
"44453",22926,24,170,57,1984,2
"44958",23184,20,163,55,1972,2
"45471",23463,41,175.539605950945,73.953388285543,1924,4
"45472",23464,22,173,68,2014,3
"45527",23500,22,183,66,1980,3
"45569",23517,26,168,67,1948,2
"45570",23517,26,168,67,1948,2
"45673",23562,28,175.539605950945,73.953388285543,1936,4
"45762",23612,25,183,77,1994,3
"45765",23614,26,160,59,1998,2
"45766",23615,21,157,57,2014,2
"45835",23656,22,185,86,1980,1
"45874",23673,41,175.539605950945,73.953388285543,1948,4
"45903",23689,26,172,68,1976,3
"45904",23690,21,175.539605950945,73.953388285543,1936,3
"45933",23707,22,175,68,2006,3
"45938",23708,33,175.539605950945,73.953388285543,1924,4
"46075",23781,31,185,93,1998,1
"46099",23793,27,178,70,2014,3
"46103",23797,25,181,76,1976,3
"46397",23930,22,180,90,2010,1
"46398",23930,26,180,90,2014,1
"46447",23955,33,175.539605950945,73.953388285543,1952,4
"46512",23998,25,175.539605950945,73.953388285543,1932,3
"46684",24082,21,180,72,1988,3
"46902",24172,23,174,89,1998,3
"46964",24198,23,175,67,1994,3
"47306",24385,27,175,78,1972,3
"47341",24408,26,180,67,1976,3
"47446",24452,31,175.539605950945,73.953388285543,1924,4
"47469",24465,23,163,60,1992,2
"47573",24532,26,175.539605950945,73.953388285543,1952,3
"47642",24558,25,177,70,2014,3
"47672",24575,30,180,90,1994,1
"47711",24599,37,175.539605950945,73.953388285543,1948,4
"48069",24780,21,179,83,1994,3
"48105",24807,26,175.539605950945,73.953388285543,1956,3
"48109",24808,22,163,54,1998,2
"48172",24834,22,170,52,1972,2
"48188",24842,23,180,86,1992,3
"48230",24859,29,165,60,2006,2
"48286",24888,23,179,65,1988,3
"48335",24921,29,168,61,1992,2
"48338",24921,31,168,61,1994,4
"48339",24922,23,168,64,1992,2
"48341",24923,25,169,67,1992,2
"48348",24929,24,175.539605950945,86,1936,3
"48376",24945,26,172,84,1972,3
"48482",24993,35,175.539605950945,73.953388285543,1956,4
"49004",25253,24,179,84,1984,3
"49031",25262,27,168,56,1998,2
"49033",25262,27,168,56,1998,2
"49034",25262,27,168,56,1998,2
"49085",25275,25,185,82,2006,1
"49096",25282,26,184,75,1968,3
"49097",25283,22,180,77,1976,3
"49173",25324,25,175.539605950945,73.953388285543,1956,3
"49184",25330,22,163,71,2014,2
"49243",25358,46,168,61,2010,4
"49312",25399,22,183,79,2006,3
"49358",25419,18,160,65,2002,2
"49359",25419,22,160,65,2006,2
"49360",25419,26,160,65,2010,2
"49406",25444,20,170,68,1998,3
"49408",25444,28,170,68,2006,4
"49476",25484,23,180,86,2002,3
"49483",25487,22,178,82,1968,3
"49570",25537,38,183,68,2002,4
"49598",25551,21,178,72,1936,3
"49735",25625,23,175.539605950945,73.953388285543,1952,3
"49900",25713,23,160,49,2010,2
"49901",25713,27,160,49,2014,2
"49902",25713,27,160,49,2014,2
"49919",25723,23,188,86,2006,1
"49920",25723,23,188,86,2006,1
"49923",25723,27,188,86,2010,1
"49924",25723,27,188,86,2010,1
"50036",25759,24,182,69,1964,3
"50037",25759,28,182,69,1968,3
"50038",25759,32,182,69,1972,4
"50039",25760,24,183,83,1992,1
"50064",25772,27,175.539605950945,73.953388285543,1952,3
"50128",25802,27,170,68,2006,2
"50419",25943,28,175.539605950945,73.953388285543,1980,4
"50960",26200,21,181,82,1998,3
"50964",26200,29,181,82,2006,1
"50966",26200,33,181,82,2010,4
"50967",26200,37,181,82,2014,4
"51249",26346,21,176,82,2006,3
"51255",26348,20,165,57,1976,2
"51610",26529,26,176,82,1968,3
"51611",26529,26,176,82,1968,3
"52170",26807,37,170,66,1988,4
"52173",26807,41,170,66,1992,4
"52177",26807,43,170,66,1994,4
"52181",26811,28,173,79,1972,4
"52194",26820,25,175.539605950945,73.953388285543,1936,3
"52199",26823,26,183,89,2002,1
"52232",26839,25,180,73,1984,3
"52233",26839,35,180,73,1994,4
"52290",26870,22,181,72,1988,3
"52291",26870,22,181,72,1988,3
"52295",26874,17,156,48,1972,2
"52297",26874,21,156,48,1976,2
"52305",26876,23,165,55,1976,2
"52400",26923,22,163,67,2014,2
"52415",26931,18,186,73,1980,3
"52427",26939,20,178,59,1998,3
"52428",26939,24,178,59,2002,3
"52514",26979,32,184,89,2010,1
"52559",26993,24,174,63,2002,3
"52561",26993,28,174,63,2006,4
"52564",26993,28,174,63,2006,4
"52680",27049,27,185,86,2014,1
"52911",27172,22,175.539605950945,73.953388285543,1928,3
"53473",27442,34,185,95,2006,1
"53475",27442,42,185,95,2014,1
"53476",27442,42,185,95,2014,1
"53514",27456,23,182,77,2006,3
"53515",27456,23,182,77,2006,3
"53615",27500,23,178,84,1976,3
"53630",27504,29,178,66,2010,4
"53631",27504,29,178,66,2010,4
"53728",27558,29,189,97,2006,1
"53834",27609,22,189,100,2014,1
"54082",27745,24,165,56,2010,2
"54234",27822,24,175.539605950945,73.953388285543,1952,3
"54560",27980,28,185,74,1988,1
"54563",27980,28,185,74,1988,1
"54738",28062,29,174,67,2002,4
"54739",28062,33,174,67,2006,4
"54741",28062,33,174,67,2006,4
"54759",28063,29,164,55,1992,2
"54760",28063,31,164,55,1994,2
"54761",28063,31,164,55,1994,2
"54762",28063,31,164,55,1994,2
"54763",28063,31,164,55,1994,2
"54764",28063,31,164,55,1994,2
"54767",28063,35,164,55,1998,4
"55313",28365,20,175.539605950945,73.953388285543,1952,3
"55361",28395,22,179,76,1976,3
"55365",28397,31,168,63,1998,4
"55436",28431,29,175.539605950945,73.953388285543,1956,4
"55481",28460,21,175.539605950945,73.953388285543,1948,3
"55495",28464,21,172,60,2014,2
"55653",28517,18,169,54,1960,2
"55654",28517,21,169,54,1964,2
"55904",28648,24,177,77,1968,3
"56013",28700,20,164,57,2002,2
"56101",28751,21,163,57,1992,2
"56103",28751,23,163,57,1994,2
"56104",28751,23,163,57,1994,2
"56105",28751,27,163,57,1998,2
"56106",28751,27,163,57,1998,2
"56107",28751,27,163,57,1998,2
"56108",28751,31,163,57,2002,2
"56111",28751,31,163,57,2002,2
"56114",28751,35,163,57,2006,4
"56120",28754,27,169,64,1960,2
"56221",28798,23,177,73,1960,3
"56291",28833,28,178,83,1964,1
"56410",28902,24,183,82,1992,1
"56411",28902,26,183,82,1994,1
"56412",28902,30,183,82,1998,1
"56716",29055,31,175.539605950945,73.953388285543,1956,4
"56750",29073,15,175.539605950945,73.953388285543,1928,3
"56820",29116,19,165,64,1992,2
"56885",29146,26,172,78,1964,3
"57170",29296,25,173,56,2010,2
"57194",29305,23,168,58,2010,2
"57197",29305,27,168,58,2014,2
"57198",29305,27,168,58,2014,2
"57199",29305,27,168,58,2014,2
"57220",29315,29,184,74,2006,1
"57280",29343,27,175.539605950945,73.953388285543,1960,3
"57495",29456,29,192,98,1998,1
"57562",29485,24,172,72,1998,3
"57568",29485,32,172,72,2006,4
"57569",29485,32,172,72,2006,4
"57580",29493,23,168,55,2010,2
"57584",29493,23,168,55,2010,2
"57689",29535,29,193,96,2006,1
"57980",29669,23,175,84,1956,3
